id,org:resource,concept:name,time:timestamp,org:role,case:Rfp_id,case:Permit travel permit number,case:Task,case:OrganizationalEntity,case:RequestedAmount,case:Activity,case:Permit TaskNumber,case:Permit BudgetNumber,case:Permit ProjectNumber,case:Project,case:concept:name,case:Permit OrganizationalEntity,case:Permit RequestedBudget,case:Cost Type,case:Permit id,case:Permit ActivityNumber,case:RfpNumber
st_step 186563_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-12-10 14:38:59+00:00,ADMINISTRATION,request for payment 186561,UNKNOWN,UNKNOWN,organizational unit 65482,34.345494217274876,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186561,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186562_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-12-10 15:09:45+00:00,EMPLOYEE,request for payment 186561,UNKNOWN,UNKNOWN,organizational unit 65482,34.345494217274876,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186561,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 41389_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-09 09:43:39+00:00,EMPLOYEE,request for payment 41384,travel permit number 41383,UNKNOWN,organizational unit 65468,439.08856210455866,UNKNOWN,UNKNOWN,budget 1327,UNKNOWN,project 503,request for payment 41384,organizational unit 65466,1296.4731917293377,0,travel permit 41382,UNKNOWN,request for payment number 41385
st_step 41388_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-09 09:43:43+00:00,ADMINISTRATION,request for payment 41384,travel permit number 41383,UNKNOWN,organizational unit 65468,439.08856210455866,UNKNOWN,UNKNOWN,budget 1327,UNKNOWN,project 503,request for payment 41384,organizational unit 65466,1296.4731917293377,0,travel permit 41382,UNKNOWN,request for payment number 41385
st_step 41390_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-10 13:36:11+00:00,SUPERVISOR,request for payment 41384,travel permit number 41383,UNKNOWN,organizational unit 65468,439.08856210455866,UNKNOWN,UNKNOWN,budget 1327,UNKNOWN,project 503,request for payment 41384,organizational unit 65466,1296.4731917293377,0,travel permit 41382,UNKNOWN,request for payment number 41385
st_step 41393_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 12:47:48+00:00,EMPLOYEE,request for payment 41384,travel permit number 41383,UNKNOWN,organizational unit 65468,439.08856210455866,UNKNOWN,UNKNOWN,budget 1327,UNKNOWN,project 503,request for payment 41384,organizational unit 65466,1296.4731917293377,0,travel permit 41382,UNKNOWN,request for payment number 41385
st_step 41391_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 13:02:21+00:00,ADMINISTRATION,request for payment 41384,travel permit number 41383,UNKNOWN,organizational unit 65468,439.08856210455866,UNKNOWN,UNKNOWN,budget 1327,UNKNOWN,project 503,request for payment 41384,organizational unit 65466,1296.4731917293377,0,travel permit 41382,UNKNOWN,request for payment number 41385
st_step 41392_0,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-03-12 14:19:15+00:00,BUDGET OWNER,request for payment 41384,travel permit number 41383,UNKNOWN,organizational unit 65468,439.08856210455866,UNKNOWN,UNKNOWN,budget 1327,UNKNOWN,project 503,request for payment 41384,organizational unit 65466,1296.4731917293377,0,travel permit 41382,UNKNOWN,request for payment number 41385
st_step 41394_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-19 05:15:26+00:00,SUPERVISOR,request for payment 41384,travel permit number 41383,UNKNOWN,organizational unit 65468,439.08856210455866,UNKNOWN,UNKNOWN,budget 1327,UNKNOWN,project 503,request for payment 41384,organizational unit 65466,1296.4731917293377,0,travel permit 41382,UNKNOWN,request for payment number 41385
rp_request for payment 41384_15,SYSTEM,Request Payment,2018-03-27 14:54:00+00:00,UNDEFINED,request for payment 41384,travel permit number 41383,UNKNOWN,organizational unit 65468,439.08856210455866,UNKNOWN,UNKNOWN,budget 1327,UNKNOWN,project 503,request for payment 41384,organizational unit 65466,1296.4731917293377,0,travel permit 41382,UNKNOWN,request for payment number 41385
rp_request for payment 41384_16,SYSTEM,Payment Handled,2018-03-29 17:31:11+00:00,UNDEFINED,request for payment 41384,travel permit number 41383,UNKNOWN,organizational unit 65468,439.08856210455866,UNKNOWN,UNKNOWN,budget 1327,UNKNOWN,project 503,request for payment 41384,organizational unit 65466,1296.4731917293377,0,travel permit 41382,UNKNOWN,request for payment number 41385
st_step 14424_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-09 10:16:28+00:00,EMPLOYEE,request for payment 14414,travel permit number 14412,task 14416,organizational unit 65454,156.48135756104793,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14414,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14415
st_step 14423_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-15 11:35:47+00:00,ADMINISTRATION,request for payment 14414,travel permit number 14412,task 14416,organizational unit 65454,156.48135756104793,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14414,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14415
st_step 14425_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-15 12:55:06+00:00,SUPERVISOR,request for payment 14414,travel permit number 14412,task 14416,organizational unit 65454,156.48135756104793,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14414,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14415
st_step 14429_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-15 15:16:41+00:00,EMPLOYEE,request for payment 14414,travel permit number 14412,task 14416,organizational unit 65454,156.48135756104793,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14414,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14415
st_step 14428_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-15 15:16:49+00:00,ADMINISTRATION,request for payment 14414,travel permit number 14412,task 14416,organizational unit 65454,156.48135756104793,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14414,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14415
st_step 14426_0,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-03-20 10:35:06+00:00,BUDGET OWNER,request for payment 14414,travel permit number 14412,task 14416,organizational unit 65454,156.48135756104793,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14414,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14415
st_step 14427_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-25 19:20:54+00:00,SUPERVISOR,request for payment 14414,travel permit number 14412,task 14416,organizational unit 65454,156.48135756104793,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14414,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14415
rp_request for payment 14414_15,SYSTEM,Request Payment,2018-04-12 11:34:44+00:00,UNDEFINED,request for payment 14414,travel permit number 14412,task 14416,organizational unit 65454,156.48135756104793,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14414,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14415
rp_request for payment 14414_16,SYSTEM,Payment Handled,2018-04-16 17:31:11+00:00,UNDEFINED,request for payment 14414,travel permit number 14412,task 14416,organizational unit 65454,156.48135756104793,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14414,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14415
st_step 14424_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-09 10:16:28+00:00,EMPLOYEE,request for payment 14419,travel permit number 14412,task 14416,organizational unit 65454,261.32386712695006,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14419,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14420
st_step 14423_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-15 11:35:47+00:00,ADMINISTRATION,request for payment 14419,travel permit number 14412,task 14416,organizational unit 65454,261.32386712695006,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14419,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14420
st_step 14425_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-15 12:55:06+00:00,SUPERVISOR,request for payment 14419,travel permit number 14412,task 14416,organizational unit 65454,261.32386712695006,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14419,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14420
st_step 14433_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-26 12:07:03+00:00,EMPLOYEE,request for payment 14419,travel permit number 14412,task 14416,organizational unit 65454,261.32386712695006,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14419,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14420
st_step 14434_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-26 12:07:14+00:00,ADMINISTRATION,request for payment 14419,travel permit number 14412,task 14416,organizational unit 65454,261.32386712695006,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14419,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14420
st_step 14436_0,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-03-27 10:57:49+00:00,BUDGET OWNER,request for payment 14419,travel permit number 14412,task 14416,organizational unit 65454,261.32386712695006,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14419,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14420
st_step 14435_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-03 05:15:15+00:00,SUPERVISOR,request for payment 14419,travel permit number 14412,task 14416,organizational unit 65454,261.32386712695006,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14419,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14420
rp_request for payment 14419_15,SYSTEM,Request Payment,2018-04-12 11:33:46+00:00,UNDEFINED,request for payment 14419,travel permit number 14412,task 14416,organizational unit 65454,261.32386712695006,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14419,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14420
rp_request for payment 14419_16,SYSTEM,Payment Handled,2018-04-16 17:31:11+00:00,UNDEFINED,request for payment 14419,travel permit number 14412,task 14416,organizational unit 65454,261.32386712695006,activity 505,task 427,budget 1469,project 14413,project 503,request for payment 14419,organizational unit 65460,1481.8784561031239,0,travel permit 14411,UNKNOWN,request for payment number 14420
st_step 8464_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-15 17:00:54+00:00,EMPLOYEE,request for payment 8455,travel permit number 8453,task 8457,organizational unit 65461,73.47055067225642,activity 505,task 427,budget 2976,project 8454,project 503,request for payment 8455,organizational unit 65456,1871.0500237867968,0,travel permit 8452,UNKNOWN,request for payment number 8456
st_step 8465_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-15 17:02:41+00:00,ADMINISTRATION,request for payment 8455,travel permit number 8453,task 8457,organizational unit 65461,73.47055067225642,activity 505,task 427,budget 2976,project 8454,project 503,request for payment 8455,organizational unit 65456,1871.0500237867968,0,travel permit 8452,UNKNOWN,request for payment number 8456
st_step 8463_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-17 11:13:14+00:00,SUPERVISOR,request for payment 8455,travel permit number 8453,task 8457,organizational unit 65461,73.47055067225642,activity 505,task 427,budget 2976,project 8454,project 503,request for payment 8455,organizational unit 65456,1871.0500237867968,0,travel permit 8452,UNKNOWN,request for payment number 8456
st_step 8468_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-02 14:23:01+00:00,EMPLOYEE,request for payment 8455,travel permit number 8453,task 8457,organizational unit 65461,73.47055067225642,activity 505,task 427,budget 2976,project 8454,project 503,request for payment 8455,organizational unit 65456,1871.0500237867968,0,travel permit 8452,UNKNOWN,request for payment number 8456
st_step 8466_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-02 14:24:24+00:00,ADMINISTRATION,request for payment 8455,travel permit number 8453,task 8457,organizational unit 65461,73.47055067225642,activity 505,task 427,budget 2976,project 8454,project 503,request for payment 8455,organizational unit 65456,1871.0500237867968,0,travel permit 8452,UNKNOWN,request for payment number 8456
st_step 8469_0,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-03-06 15:33:20+00:00,BUDGET OWNER,request for payment 8455,travel permit number 8453,task 8457,organizational unit 65461,73.47055067225642,activity 505,task 427,budget 2976,project 8454,project 503,request for payment 8455,organizational unit 65456,1871.0500237867968,0,travel permit 8452,UNKNOWN,request for payment number 8456
st_step 8467_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-07 21:32:45+00:00,SUPERVISOR,request for payment 8455,travel permit number 8453,task 8457,organizational unit 65461,73.47055067225642,activity 505,task 427,budget 2976,project 8454,project 503,request for payment 8455,organizational unit 65456,1871.0500237867968,0,travel permit 8452,UNKNOWN,request for payment number 8456
rp_request for payment 8455_15,SYSTEM,Request Payment,2018-03-09 14:45:18+00:00,UNDEFINED,request for payment 8455,travel permit number 8453,task 8457,organizational unit 65461,73.47055067225642,activity 505,task 427,budget 2976,project 8454,project 503,request for payment 8455,organizational unit 65456,1871.0500237867968,0,travel permit 8452,UNKNOWN,request for payment number 8456
rp_request for payment 8455_16,SYSTEM,Payment Handled,2018-03-12 17:31:16+00:00,UNDEFINED,request for payment 8455,travel permit number 8453,task 8457,organizational unit 65461,73.47055067225642,activity 505,task 427,budget 2976,project 8454,project 503,request for payment 8455,organizational unit 65456,1871.0500237867968,0,travel permit 8452,UNKNOWN,request for payment number 8456
st_step 8487_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-15 17:01:37+00:00,EMPLOYEE,request for payment 8481,travel permit number 8477,task 8457,organizational unit 65461,93.89703819265415,activity 505,task 427,budget 749,project 750,project 503,request for payment 8481,organizational unit 65456,1848.9004427625714,0,travel permit 8476,UNKNOWN,request for payment number 8482
st_step 8485_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-15 17:02:29+00:00,ADMINISTRATION,request for payment 8481,travel permit number 8477,task 8457,organizational unit 65461,93.89703819265415,activity 505,task 427,budget 749,project 750,project 503,request for payment 8481,organizational unit 65456,1848.9004427625714,0,travel permit 8476,UNKNOWN,request for payment number 8482
st_step 8486_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-17 11:11:48+00:00,SUPERVISOR,request for payment 8481,travel permit number 8477,task 8457,organizational unit 65461,93.89703819265415,activity 505,task 427,budget 749,project 750,project 503,request for payment 8481,organizational unit 65456,1848.9004427625714,0,travel permit 8476,UNKNOWN,request for payment number 8482
st_step 8493_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-02-21 18:08:46+00:00,EMPLOYEE,request for payment 8481,travel permit number 8477,task 8457,organizational unit 65461,93.89703819265415,activity 505,task 427,budget 749,project 750,project 503,request for payment 8481,organizational unit 65456,1848.9004427625714,0,travel permit 8476,UNKNOWN,request for payment number 8482
st_step 8491_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 09:15:37+00:00,ADMINISTRATION,request for payment 8481,travel permit number 8477,task 8457,organizational unit 65461,93.89703819265415,activity 505,task 427,budget 749,project 750,project 503,request for payment 8481,organizational unit 65456,1848.9004427625714,0,travel permit 8476,UNKNOWN,request for payment number 8482
st_step 8494_0,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-02-22 10:05:09+00:00,BUDGET OWNER,request for payment 8481,travel permit number 8477,task 8457,organizational unit 65461,93.89703819265415,activity 505,task 427,budget 749,project 750,project 503,request for payment 8481,organizational unit 65456,1848.9004427625714,0,travel permit 8476,UNKNOWN,request for payment number 8482
st_step 8492_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 11:42:42+00:00,SUPERVISOR,request for payment 8481,travel permit number 8477,task 8457,organizational unit 65461,93.89703819265415,activity 505,task 427,budget 749,project 750,project 503,request for payment 8481,organizational unit 65456,1848.9004427625714,0,travel permit 8476,UNKNOWN,request for payment number 8482
rp_request for payment 8481_15,SYSTEM,Request Payment,2018-02-27 13:03:34+00:00,UNDEFINED,request for payment 8481,travel permit number 8477,task 8457,organizational unit 65461,93.89703819265415,activity 505,task 427,budget 749,project 750,project 503,request for payment 8481,organizational unit 65456,1848.9004427625714,0,travel permit 8476,UNKNOWN,request for payment number 8482
rp_request for payment 8481_16,SYSTEM,Payment Handled,2018-03-01 17:31:26+00:00,UNDEFINED,request for payment 8481,travel permit number 8477,task 8457,organizational unit 65461,93.89703819265415,activity 505,task 427,budget 749,project 750,project 503,request for payment 8481,organizational unit 65456,1848.9004427625714,0,travel permit 8476,UNKNOWN,request for payment number 8482
st_step 31234_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-18 15:18:22+00:00,EMPLOYEE,request for payment 31227,travel permit number 31224,UNKNOWN,organizational unit 65456,525.1766332545343,UNKNOWN,UNKNOWN,budget 1865,UNKNOWN,project 503,request for payment 31227,organizational unit 65457,1186.8398491627893,0,travel permit 31223,UNKNOWN,request for payment number 31228
st_step 31235_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-18 15:18:24+00:00,ADMINISTRATION,request for payment 31227,travel permit number 31224,UNKNOWN,organizational unit 65456,525.1766332545343,UNKNOWN,UNKNOWN,budget 1865,UNKNOWN,project 503,request for payment 31227,organizational unit 65457,1186.8398491627893,0,travel permit 31223,UNKNOWN,request for payment number 31228
st_step 31233_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-22 08:21:09+00:00,SUPERVISOR,request for payment 31227,travel permit number 31224,UNKNOWN,organizational unit 65456,525.1766332545343,UNKNOWN,UNKNOWN,budget 1865,UNKNOWN,project 503,request for payment 31227,organizational unit 65457,1186.8398491627893,0,travel permit 31223,UNKNOWN,request for payment number 31228
st_step 31243_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-05-14 10:08:40+00:00,EMPLOYEE,request for payment 31227,travel permit number 31224,UNKNOWN,organizational unit 65456,525.1766332545343,UNKNOWN,UNKNOWN,budget 1865,UNKNOWN,project 503,request for payment 31227,organizational unit 65457,1186.8398491627893,0,travel permit 31223,UNKNOWN,request for payment number 31228
st_step 31242_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-05-14 10:08:43+00:00,ADMINISTRATION,request for payment 31227,travel permit number 31224,UNKNOWN,organizational unit 65456,525.1766332545343,UNKNOWN,UNKNOWN,budget 1865,UNKNOWN,project 503,request for payment 31227,organizational unit 65457,1186.8398491627893,0,travel permit 31223,UNKNOWN,request for payment number 31228
st_step 31241_0,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-05-14 12:22:50+00:00,BUDGET OWNER,request for payment 31227,travel permit number 31224,UNKNOWN,organizational unit 65456,525.1766332545343,UNKNOWN,UNKNOWN,budget 1865,UNKNOWN,project 503,request for payment 31227,organizational unit 65457,1186.8398491627893,0,travel permit 31223,UNKNOWN,request for payment number 31228
st_step 31240_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-05-15 09:20:32+00:00,SUPERVISOR,request for payment 31227,travel permit number 31224,UNKNOWN,organizational unit 65456,525.1766332545343,UNKNOWN,UNKNOWN,budget 1865,UNKNOWN,project 503,request for payment 31227,organizational unit 65457,1186.8398491627893,0,travel permit 31223,UNKNOWN,request for payment number 31228
rp_request for payment 31227_15,SYSTEM,Request Payment,2018-05-25 12:49:47+00:00,UNDEFINED,request for payment 31227,travel permit number 31224,UNKNOWN,organizational unit 65456,525.1766332545343,UNKNOWN,UNKNOWN,budget 1865,UNKNOWN,project 503,request for payment 31227,organizational unit 65457,1186.8398491627893,0,travel permit 31223,UNKNOWN,request for payment number 31228
rp_request for payment 31227_16,SYSTEM,Payment Handled,2018-05-28 17:30:59+00:00,UNDEFINED,request for payment 31227,travel permit number 31224,UNKNOWN,organizational unit 65456,525.1766332545343,UNKNOWN,UNKNOWN,budget 1865,UNKNOWN,project 503,request for payment 31227,organizational unit 65457,1186.8398491627893,0,travel permit 31223,UNKNOWN,request for payment number 31228
st_step 31234_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-18 15:18:22+00:00,EMPLOYEE,request for payment 31225,travel permit number 31224,UNKNOWN,organizational unit 65456,204.72987398058115,UNKNOWN,UNKNOWN,budget 1865,UNKNOWN,project 503,request for payment 31225,organizational unit 65457,1186.8398491627893,0,travel permit 31223,UNKNOWN,request for payment number 31226
